program_name,required_subjects,expanded_score_dict,group,score_dict
東吳大學 經濟學系,"['英', '數B']","{'英': 7, '數B': 9}",財經,"{'英': 6.812547304917048, '數B': 8.755533961660143}"
東吳大學 英文學系,['國英'],"{'國': 10, '英': 10}",外語,{'國英': 20.33333333333333}
東吳大學 財務工程與精算數學系,"['國', '英']","{'國': 8, '英': 8}",工程,"{'國': 7.581788834854517, '英': 7.664764613662657}"
東吳大學 資料科學系,['英數B'],"{'英': 5, '數B': 5}",資訊,{'英數B': 9.492350908471046}
東吳大學 資訊管理學系,['國英'],"{'國': 9, '英': 9}",資訊,{'國英': 17.333333333333332}
東海大學 中國文學系,"['國', '國社']","{'國': 12, '社': 12}",文史哲,"{'國': 10.511390083000292, '國社': 24.32522759296459}"
東海大學 企業管理學系,"['國', '英']","{'國': 11, '英': 6}",管理,"{'國': 11.0, '英': 5.661796465773364}"
東海大學 化學工程與材料工程學系,['數A自'],"{'數A': 10, '自': 10}",工程,{'數A自': 19.0}
東海大學 化學系化學生物組,['英自'],"{'英': 8, '自': 8}",數理化,{'英自': 16.29290772416511}
東海大學 化學系化學組,['英自'],"{'英': 9, '自': 9}",數理化,{'英自': 17.96673091620825}
東海大學 哲學系,"['國', '社']","{'國': 12, '社': 10}",文史哲,"{'國': 12.0, '社': 10.0}"
東海大學 國際學院國際經營管理學位學程,['英'],{'英': 9},管理,{'英': 9.321005334261674}
東海大學 國際經營與貿易學系,['國英數B'],"{'國': 9, '英': 9, '數B': 9}",管理,{'國英數B': 27.38685789798313}
東海大學 外國語文學系,['英'],{'英': 12},文史哲,{'英': 11.612848122968629}
東海大學 工業工程與經營資訊學系(智慧經營與管理組),"['國', '英']","{'國': 8, '英': 8}",工程,"{'國': 8.333333333333334, '英': 8.302084738744608}"
東海大學 工業工程與經營資訊學系(智慧設計與生產組),"['國', '數A']","{'國': 9, '數A': 7}",工程,"{'國': 9.0, '數A': 7.0}"
東海大學 工業設計學系(A組),['國英自'],"{'國': 11, '英': 11, '自': 11}",工程,{'國英自': 33.0}
東海大學 工業設計學系(B組),['國英社'],"{'國': 11, '英': 11, '社': 11}",工程,{'國英社': 34.0}
東海大學 建築學系,['國英'],"{'國': 12, '英': 12}",建築設計,{'國英': 24.322494214176224}
東海大學 應用物理學系,['英數A'],"{'英': 8, '數A': 8}",數理化,{'英數A': 15.555555555555555}
東海大學 政治學系,"['國社', '國英']","{'國': 9, '社': 10, '英': 9}",法政,"{'國社': 21.0, '國英': 18.0}"
東海大學 日本語言文化學系,"['國', '英']","{'國': 11, '英': 8}",數理化,"{'國': 11.0, '英': 7.598666094894731}"
東海大學 景觀學系,['國英'],"{'國': 10, '英': 10}",建築設計,{'國英': 19.228579223582333}
東海大學 智慧計算暨應用數學系(數A組),"['數A', '國數A']","{'數A': 5, '國': 5}",數理化,"{'數A': 8.0, '國數A': 10.0}"
東海大學 智慧計算暨應用數學系(數B組),"['數B', '國數B']","{'數B': 4, '國': 4}",數理化,"{'數B': 4.0, '國數B': 8.0}"
東海大學 會計學系,"['國', '社']","{'國': 10, '社': 11}",管理,"{'國': 10.0, '社': 11.0}"
東海大學 歷史學系,['社'],{'社': 14},文史哲,{'社': 13.70161194404209}
東海大學 永續科學與管理學士學位學程,['英'],{'英': 6},地球環境,{'英': 6.3038343572725095}
東海大學 法律學系,"['國', '英']","{'國': 12, '英': 9}",法政,"{'國': 12.0, '英': 9.29544675453016}"
東海大學 環境科學與工程學系,"['自', '國英自']","{'自': 8, '國': 8, '英': 8}",工程,"{'自': 8.182844444367277, '國英自': 24.5}"
東海大學 生命科學系生態暨生物多樣性組,['國英自'],"{'國': 9, '英': 9, '自': 9}",生物資源,{'國英自': 27.52632930299531}
東海大學 生命科學系生物醫學組,['英自'],"{'英': 9, '自': 9}",醫藥衛生,{'英自': 18.559373950632644}
東海大學 畜產與生物科技學系,['國英自'],"{'國': 8, '英': 8, '自': 8}",工程,{'國英自': 23.24867092618355}
東海大學 社會學系,"['國', '社']","{'國': 13, '社': 10}",社會心理,"{'國': 12.95223635861452, '社': 10.429529109898448}"
東海大學 社會工作學系,['國社'],"{'國': 12, '社': 12}",社會心理,{'國社': 24.0}
東海大學 統計學系(巨量資料管理組),"['數A', '國數A']","{'數A': 8, '國': 8}",管理,"{'數A': 6.297749747386609, '國數A': 15.967253509349982}"
東海大學 統計學系(決策管理組),"['數B', '國數B']","{'數B': 10, '國': 10}",管理,"{'數B': 7.577961692650174, '國數B': 20.58840505700472}"
東海大學 經濟學系,['數B'],{'數B': 8},財經,{'數B': 8.0}
東海大學 行政管理暨政策學系,['國社'],"{'國': 12, '社': 12}",管理,{'國社': 24.486537825201204}
東海大學 財務金融學系,['國英數B'],"{'國': 10, '英': 10, '數B': 10}",管理,{'國英數B': 28.75}
東海大學 資訊工程學系,['英數A自'],"{'英': 9, '數A': 9, '自': 9}",工程,{'英數A自': 26.0}
東海大學 資訊管理學系,"['國', '英']","{'國': 8, '英': 6}",資訊,"{'國': 7.5, '英': 6.0}"
東海大學 電機工程學系,['國'],{'國': 12},工程,{'國': 12.0}
東海大學 食品科學系,"['英', '自']","{'英': 4, '自': 8}",生物資源,"{'英': 3.936811159513448, '自': 8.0}"
東海大學 餐旅管理學系,['英數B社'],"{'英': 7, '數B': 7, '社': 7}",管理,{'英數B社': 20.0}
東海大學 高齡健康與運動科學學士學位學程,['國英'],"{'國': 9, '英': 9}",遊憩運動,{'國英': 17.879306007143075}
淡江大學 中國文學學系,"['國', '社']","{'國': 13, '社': 10}",文史哲,"{'國': 13.0, '社': 9.952235433469806}"
淡江大學 人工智慧學系,"['國', '國英自']","{'國': 7, '英': 7, '自': 7}",資訊,"{'國': 11.409466495391886, '國英自': 21.93595944785844}"
淡江大學 企業管理學系,"['國', '英', '數B']","{'國': 10, '英': 8, '數B': 5}",管理,"{'國': 10.0, '英': 8.0, '數B': 5.0}"
淡江大學 全球政治經濟學系全英語學士班,['英'],{'英': 3},法政,{'英': 3.141692619575296}
淡江大學 公共行政學系,['國社'],"{'國': 12, '社': 12}",法政,{'國社': 24.0}
淡江大學 化學學系,"['英', '自']","{'英': 4, '自': 9}",數理化,"{'英': 4.333333333333333, '自': 9.0}"
淡江大學 化學工程與材料工程學系,['數A自'],"{'數A': 8, '自': 8}",工程,{'數A自': 15.827569352220753}
淡江大學 國際企業學系國際商學全英語組,"['國', '英', '數B']","{'國': 5, '英': 9, '數B': 5}",管理,"{'國': 5.153963299913925, '英': 9.0, '數B': 5.0}"
淡江大學 國際企業學系經貿管理組,"['國', '英', '數B']","{'國': 9, '英': 7, '數B': 4}",管理,"{'國': 9.0, '英': 7.0, '數B': 3.946841961963071}"
淡江大學 國際觀光管理學系全英語學士班,['英'],{'英': 8},管理,{'英': 7.673913302867238}
淡江大學 土木工程學系,['英自'],"{'英': 8, '自': 8}",工程,{'英自': 17.0}
淡江大學 外交與國際關係學系全英語學士班,"['國', '英', '社']","{'國': 6, '英': 12, '社': 11}",管理,"{'國': 6.253357375579908, '英': 12.0, '社': 11.0}"
淡江大學 大眾傳播學系,"['國', '英']","{'國': 11, '英': 7}",大眾傳播,"{'國': 10.547882752710631, '英': 7.0}"
淡江大學 建築學系,"['國', '英']","{'國': 13, '英': 8}",建築設計,"{'國': 13.0, '英': 8.0}"
淡江大學 應用數學與數據科學學系,['數A'],{'數A': 5},數理化,{'數A': 5.0}
淡江大學 教育科技學系,['國'],{'國': 11},工程,{'國': 11.0}
淡江大學 教育與未來設計學系,['國社'],"{'國': 11, '社': 11}",建築設計,{'國社': 22.0}
淡江大學 日本語文學系,"['國', '社']","{'國': 11, '社': 10}",文史哲,"{'國': 11.0, '社': 10.0}"
淡江大學 會計學系,"['國', '英', '數B']","{'國': 11, '英': 5, '數B': 6}",管理,"{'國': 11.0, '英': 5.0, '數B': 6.0}"
淡江大學 機械與機電工程學系,"['國', '自']","{'國': 10, '自': 9}",工程,"{'國': 10.0, '自': 9.0}"
淡江大學 歐洲語文學系俄文組,"['英', '社']","{'英': 6, '社': 8}",文史哲,"{'英': 5.676407068453273, '社': 8.0}"
淡江大學 歐洲語文學系德文組,"['國', '英']","{'國': 12, '英': 8}",外語,"{'國': 12.31541295232708, '英': 7.6815061249362895}"
淡江大學 歐洲語文學系法文組,"['國', '英']","{'國': 8, '英': 9}",外語,"{'國': 7.881385024735983, '英': 8.967181484464177}"
淡江大學 歐洲語文學系西文組,"['國', '英']","{'國': 9, '英': 9}",外語,"{'國': 8.952236358614519, '英': 9.0}"
淡江大學 歷史學系,"['國', '社']","{'國': 10, '社': 13}",文史哲,"{'國': 10.0, '社': 13.478839514897183}"
淡江大學 水資源及環境工程學系,"['國', '國數A自']","{'國': 8, '數A': 8, '自': 8}",工程,"{'國': 10.0, '國數A自': 24.0}"
淡江大學 物理學系(天文與基礎物理組),"['數A', '自']","{'數A': 5, '自': 9}",數理化,"{'數A': 5.0, '自': 9.0}"
淡江大學 物理學系(量子材料組),"['數A', '自']","{'數A': 5, '自': 9}",工程,"{'數A': 5.0, '自': 9.0}"
淡江大學 管理科學學系,"['國', '英', '數B']","{'國': 8, '英': 9, '數B': 8}",管理,"{'國': 8.0, '英': 9.25, '數B': 8.25}"
淡江大學 統計與資料科學學系,"['國', '英', '數B']","{'國': 9, '英': 4, '數B': 5}",資訊,"{'國': 9.0, '英': 4.0, '數B': 5.0}"
淡江大學 經濟學系,"['國', '英', '數B']","{'國': 13, '英': 4, '數B': 7}",財經,"{'國': 13.268132133489246, '英': 3.634214469740785, '數B': 7.0}"
淡江大學 航空太空工程學系,"['英', '自']","{'英': 2, '自': 7}",工程,"{'英': 2.0, '自': 7.444444444444445}"
淡江大學 英文學系,"['國', '英']","{'國': 12, '英': 12}",外語,"{'國': 12.333333333333334, '英': 12.108428588992634}"
淡江大學 英文學系全英語學士班,"['英', '社']","{'英': 9, '社': 10}",外語,"{'英': 9.26316075193262, '社': 10.0}"
淡江大學 財務金融學系,"['國', '英', '數B']","{'國': 12, '英': 7, '數B': 7}",管理,"{'國': 12.0, '英': 7.0, '數B': 7.0}"
淡江大學 財務金融學系全球財務管理全英語學士班,"['國', '英', '數B']","{'國': 8, '英': 8, '數B': 8}",管理,"{'國': 8.222222222222221, '英': 8.222222222222221, '數B': 8.222222222222221}"
淡江大學 資訊傳播學系,"['國', '英']","{'國': 11, '英': 6}",資訊,"{'國': 11.0, '英': 6.0}"
淡江大學 資訊工程學系,['數A'],{'數A': 10},工程,{'數A': 10.0}
淡江大學 資訊工程學系全英語學士班,"['英', '數B']","{'英': 6, '數B': 7}",工程,"{'英': 6.207240455498432, '數B': 6.5367511075478}"
淡江大學 資訊管理學系,"['國', '英', '數B']","{'國': 12, '英': 8, '數B': 6}",資訊,"{'國': 11.82368831960857, '英': 8.282744096696057, '數B': 5.613258038199167}"
淡江大學 資訊與圖書館學系,['國'],{'國': 10},資訊,{'國': 10.018189901013208}
淡江大學 運輸管理學系,['國英數B'],"{'國': 8, '英': 8, '數B': 8}",工程,{'國英數B': 22.625082126692725}
淡江大學 電機工程學系電機與系統組,"['英', '自']","{'英': 7, '自': 10}",工程,"{'英': 7.0, '自': 10.0}"
淡江大學 電機工程學系電機資訊組,"['英', '自']","{'英': 8, '自': 9}",工程,"{'英': 8.0, '自': 9.0}"
淡江大學 電機工程學系電機通訊組,"['英', '自']","{'英': 6, '自': 8}",工程,"{'英': 6.0, '自': 8.0}"
淡江大學 風險管理與保險學系,"['國', '數B']","{'國': 10, '數B': 9}",管理,"{'國': 10.0, '數B': 9.0}"
義守大學 物理治療學系,"['英', '自']","{'英': 5, '自': 9}",醫藥衛生,"{'英': 4.959336760583578, '自': 8.649832483311801}"
義守大學 職能治療學系,"['英', '自']","{'英': 4, '自': 9}",醫藥衛生,"{'英': 3.823298846210221, '自': 9.21942491252573}"
義守大學 醫學影像暨放射科學系,"['英', '數A', '自']","{'英': 4, '數A': 3, '自': 11}",醫藥衛生,"{'英': 3.861642570198848, '數A': 3.0, '自': 10.57165946050079}"
義守大學 醫學檢驗技術學系,"['英', '自']","{'英': 4, '自': 9}",醫藥衛生,"{'英': 3.969778314347507, '自': 9.30491453265066}"
義守大學 醫學系(公費生),"['國自', '英']","{'國': 13, '自': 13, '英': 15}",醫藥衛生,"{'國自': 26.474990121748, '英': 15.0}"
臺北市立大學 中國語文學系,['國'],{'國': 13},文史哲,{'國': 12.86645868139232}
臺北市立大學 地球環境暨生物資源學系,"['自', '國英自']","{'自': 9, '國': 9, '英': 9}",生物資源,"{'自': 12.371851466032613, '國英自': 26.684219535330207}"
臺北市立大學 城市發展學系,"['英', '社']","{'英': 9, '社': 12}",未分類,"{'英': 8.96662320221452, '社': 12.138684264657924}"
臺北市立大學 學習與媒材設計學系,['國'],{'國': 13},建築設計,{'國': 13.10194410840641}
臺北市立大學 幼兒教育學系,"['國', '英', '社']","{'國': 12, '英': 9, '社': 9}",教育,"{'國': 12.0, '英': 9.0, '社': 9.0}"
臺北市立大學 心理與諮商學系,['國英數B'],"{'國': 14, '英': 14, '數B': 14}",社會心理,{'國英數B': 42.0}
臺北市立大學 應用物理暨化學系應用化學組,"['英', '數A', '自']","{'英': 8, '數A': 8, '自': 9}",數理化,"{'英': 8.153574437079437, '數A': 8.320465864482179, '自': 9.002606341232926}"
臺北市立大學 應用物理暨化學系電子物理組,"['英', '數A', '自']","{'英': 8, '數A': 9, '自': 9}",資訊,"{'英': 8.0, '數A': 8.594855013681071, '自': 9.371851466032613}"
臺北市立大學 教育學系,['國'],{'國': 13},教育,{'國': 13.0}
臺北市立大學 數學系,['數A'],{'數A': 10},數理化,{'數A': 9.572972378028735}
臺北市立大學 歷史與地理學系,"['國', '英', '數B', '社']","{'國': 11, '英': 8, '數B': 7, '社': 12}",地球環境,"{'國': 10.66880291572294, '英': 8.0, '數B': 7.324411261193405, '社': 11.9983384348865}"
臺北市立大學 特殊教育學系,"['國', '英', '數B']","{'國': 12, '英': 8, '數B': 5}",教育,"{'國': 11.790960663332587, '英': 7.56712745203987, '數B': 5.479387075697179}"
臺北市立大學 社會暨公共事務學系,['國'],{'國': 13},社會心理,{'國': 13.130359964931284}
臺北市立大學 英語教學系,['英'],{'英': 13},未分類,{'英': 12.656556174324631}
臺北市立大學 衛生福利學系,['數A'],{'數A': 7},醫藥衛生,{'數A': 6.594855013681072}
臺北市立大學 資訊科學系,"['數A', '國英數A']","{'數A': 10, '國': 10, '英': 10}",資訊,"{'數A': 9.702658556404703, '國英數A': 30.700545248764232}"
臺北市立大學 資訊科學系(資安組),"['數A', '英數A']","{'數A': 8, '英': 8}",資訊,"{'數A': 7.0, '英數A': 15.0}"
臺北醫學大學 保健營養學系,"['國英', '自']","{'國': 12, '英': 12, '自': 9}",醫藥衛生,"{'國英': 24.0, '自': 9.080803860938856}"
臺北醫學大學 公共衛生學系,"['英', '數A自']","{'英': 12, '數A': 6, '自': 6}",醫藥衛生,"{'英': 11.976263062480651, '數A自': 12.0}"
臺北醫學大學 口腔衛生學系,"['國', '英']","{'國': 12, '英': 8}",醫藥衛生,"{'國': 12.308194401311107, '英': 8.0}"
臺北醫學大學 呼吸治療學系,"['國', '英自']","{'國': 2, '英': 11, '自': 11}",醫藥衛生,"{'國': 1.9284264742220376, '英自': 22.666666666666668}"
臺北醫學大學 牙醫學系,"['國', '英', '數A', '自']","{'國': 13, '英': 15, '數A': 13, '自': 14}",醫藥衛生,"{'國': 12.679320754450272, '英': 15.0, '數A': 12.572972378028831, '自': 13.804547231613832}"
臺北醫學大學 牙體技術學系,"['國', '英', '自']","{'國': 14, '英': 8, '自': 9}",醫藥衛生,"{'國': 13.68390310707906, '英': 8.0, '自': 9.0}"
臺北醫學大學 生物醫學工程學系,"['數A', '自']","{'數A': 8, '自': 13}",醫藥衛生,"{'數A': 8.4937142166588, '自': 12.910129086210526}"
臺北醫學大學 藥學系臨床藥學組,"['英', '數A', '自']","{'英': 14, '數A': 9, '自': 13}",醫藥衛生,"{'英': 14.0, '數A': 8.564119513484929, '自': 13.0}"
臺北醫學大學 藥學系藥學組,"['英', '數A', '自']","{'英': 13, '數A': 11, '自': 14}",醫藥衛生,"{'英': 13.029054737106728, '數A': 11.256240572425652, '自': 14.339123444612785}"
臺北醫學大學 藥學系藥學組(英語組),"['英', '數A自']","{'英': 15, '數A': 8, '自': 8}",醫藥衛生,"{'英': 14.939859104052074, '數A自': 15.614859467772456}"
臺北醫學大學 護理學系,"['英', '自']","{'英': 11, '自': 9}",醫藥衛生,"{'英': 11.101208740938864, '自': 8.9434680932933}"
臺北醫學大學 醫務管理學系,"['國', '英', '數B社']","{'國': 11, '英': 8, '數B': 10, '社': 10}",管理,"{'國': 11.0, '英': 8.0, '數B社': 19.0}"
臺北醫學大學 醫學檢驗暨生物技術學系,"['國自', '英']","{'國': 11, '自': 11, '英': 8}",醫藥衛生,"{'國自': 22.615384615384617, '英': 8.0}"
臺北醫學大學 醫學系,"['國英數A', '自', '國英數A自']","{'國': 14, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國英數A': 42.5, '自': 14.166666666666666, '國英數A自': 56.66666666666666}"
臺北醫學大學 醫學系(公費生),"['國英數A', '自', '國英數A自']","{'國': 14, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國英數A': 41.75, '自': 13.916666666666666, '國英數A自': 55.66666666666666}"
臺北醫學大學 食品安全學系,"['國', '英自', '數A']","{'國': 9, '英': 9, '自': 9, '數A': 4}",生物資源,"{'國': 9.3, '英自': 18.6, '數A': 3.955900708471775}"
臺北醫學大學 高齡健康暨長期照護學系,['英'],{'英': 8},醫藥衛生,{'英': 8.0}
輔仁大學 中國文學系,['國'],{'國': 13},文史哲,{'國': 12.98698207009487}
輔仁大學 人工智慧與資訊安全學士學位學程,['英數A'],"{'英': 8, '數A': 8}",資訊,{'英數A': 15.0}
輔仁大學 人工智慧與資訊安全學士學位學程(資安組),['英數A'],"{'英': 4, '數A': 4}",資訊,{'英數A': 8.0}
輔仁大學 人文與社區創新學士學位學程,['社'],{'社': 12},文史哲,{'社': 12.0}
輔仁大學 企業管理學系,"['數B', '英數B']","{'數B': 9, '英': 9}",管理,"{'數B': 4.536576192928353, '英數B': 18.2751443454241}"
輔仁大學 兒童與家庭學系,['國英'],"{'國': 9, '英': 9}",社會心理,{'國英': 18.22222222222222}
輔仁大學 公共衛生學系,['國英'],"{'國': 11, '英': 11}",醫藥衛生,{'國英': 22.99856912441518}
輔仁大學 化學系,['英自'],"{'英': 8, '自': 8}",數理化,{'英自': 16.0}
輔仁大學 呼吸治療學系,"['英', '自']","{'英': 6, '自': 11}",醫藥衛生,"{'英': 6.0, '自': 11.31211252987774}"
輔仁大學 哲學系,"['國', '社']","{'國': 10, '社': 11}",文史哲,"{'國': 9.90447271722904, '社': 11.429529109898448}"
輔仁大學 國際溝通與科技創新學士學位學程,"['國', '英']","{'國': 12, '英': 10}",工程,"{'國': 12.0, '英': 10.0}"
輔仁大學 圖書資訊學系,['國英數B'],"{'國': 10, '英': 10, '數B': 10}",資訊,{'國英數B': 31.0}
輔仁大學 天主教研修學士學位學程,['國'],{'國': 9},跨領域,{'國': 9.007517994601251}
輔仁大學 宗教學系,['國社'],"{'國': 9, '社': 9}",社會心理,{'國社': 18.17004016233457}
輔仁大學 廣告傳播學系,"['國數B', '英', '社']","{'國': 10, '數B': 10, '英': 9, '社': 10}",大眾傳播,"{'國數B': 20.93956380471407, '英': 9.0, '社': 10.333333333333334}"
輔仁大學 影像傳播學系,['國英'],"{'國': 12, '英': 12}",大眾傳播,{'國英': 24.124208813853325}
輔仁大學 德語語文學系,"['國', '英']","{'國': 13, '英': 8}",文史哲,"{'國': 13.0, '英': 8.340196799824708}"
輔仁大學 心理學系,['國英數B'],"{'國': 11, '英': 11, '數B': 11}",社會心理,{'國英數B': 32.0}
輔仁大學 教育領導與科技發展學士學位學程,['國英社'],"{'國': 11, '英': 11, '社': 11}",工程,{'國英社': 32.882631323921345}
輔仁大學 數學系應用數學組,['數A'],{'數A': 10},數理化,{'數A': 10.0}
輔仁大學 數學系資訊數學組,['數A'],{'數A': 10},資訊,{'數A': 9.503964595941277}
輔仁大學 新聞傳播學系,['國英社'],"{'國': 12, '英': 12, '社': 12}",大眾傳播,{'國英社': 35.23379027699941}
輔仁大學 日本語文學系,"['國', '英']","{'國': 12, '英': 9}",文史哲,"{'國': 12.0, '英': 9.180442537878005}"
輔仁大學 景觀設計學系,['國英'],"{'國': 10, '英': 10}",建築設計,{'國英': 21.0}
輔仁大學 會計學系,['國數B'],"{'國': 10, '數B': 10}",管理,{'國數B': 21.0}
輔仁大學 歷史學系,"['國', '社']","{'國': 12, '社': 13}",文史哲,"{'國': 11.64279041791408, '社': 12.606385703325891}"
輔仁大學 法國語文學系,"['國', '英']","{'國': 8, '英': 11}",文史哲,"{'國': 7.784277289215829, '英': 10.777619304257271}"
輔仁大學 法律學系,"['英', '國英社']","{'英': 12, '國': 12, '社': 12}",法政,"{'英': 12.365091241320826, '國英社': 36.92271318243389}"
輔仁大學 營養科學系,"['英', '自']","{'英': 7, '自': 10}",醫藥衛生,"{'英': 7.265207308445811, '自': 10.341151057672684}"
輔仁大學 物理學系光電物理組,"['數A', '自']","{'數A': 10, '自': 12}",資訊,"{'數A': 10.3649828377756, '自': 11.79016743854649}"
輔仁大學 物理學系電子物理組,"['數A', '自']","{'數A': 7, '自': 10}",資訊,"{'數A': 7.0, '自': 10.0}"
輔仁大學 生命科學系,['自'],{'自': 10},生命科學,{'自': 10.337832308649643}
輔仁大學 社會學系,['英社'],"{'英': 12, '社': 12}",社會心理,{'英社': 23.22471062388401}
輔仁大學 社會工作學系,"['國', '社']","{'國': 11, '社': 10}",社會心理,"{'國': 11.0, '社': 10.5}"
輔仁大學 統計資訊學系,['英數B'],"{'英': 9, '數B': 9}",資訊,{'英數B': 18.34149447213801}
輔仁大學 經濟學系,"['英', '數B']","{'英': 8, '數B': 9}",財經,"{'英': 8.160549582980346, '數B': 8.735452551914877}"
輔仁大學 織品服裝學系服飾設計組,"['英', '國英社']","{'英': 9, '國': 9, '社': 9}",建築設計,"{'英': 9.322225295112432, '國英社': 28.0}"
輔仁大學 織品服裝學系織品服飾行銷組,['英'],{'英': 8},管理,{'英': 8.495426566838466}
輔仁大學 織品服裝學系織品設計組,"['英', '國英']","{'英': 8, '國': 8}",建築設計,"{'英': 8.299110366640722, '國英': 16.666666666666668}"
輔仁大學 義大利語文學系,"['國', '英']","{'國': 8, '英': 10}",文史哲,"{'國': 8.490101401061981, '英': 9.86779374323882}"
輔仁大學 職能治療學系,"['英', '自']","{'英': 10, '自': 11}",醫藥衛生,"{'英': 9.92298598930232, '自': 10.950648809044518}"
輔仁大學 臨床心理學系,['國英數A'],"{'國': 11, '英': 11, '數A': 11}",社會心理,{'國英數A': 32.69285963830679}
輔仁大學 英國語文學系,"['國', '英']","{'國': 11, '英': 13}",文史哲,"{'國': 11.331968388595206, '英': 12.653823075623793}"
輔仁大學 西班牙語文學系,"['國', '英']","{'國': 11, '英': 12}",文史哲,"{'國': 11.0, '英': 12.0}"
輔仁大學 護理學系,"['英', '自']","{'英': 10, '自': 8}",醫藥衛生,"{'英': 10.17291117256858, '自': 7.792661204132526}"
輔仁大學 財經法律學系,"['英', '國英社']","{'英': 12, '國': 12, '社': 12}",法政,"{'英': 12.78892372103101, '國英社': 35.68081413470694}"
輔仁大學 資訊工程學系,['英數A'],"{'英': 11, '數A': 11}",工程,{'英數A': 21.444444444444443}
輔仁大學 資訊管理學系,"['國', '數B', '英數B']","{'國': 12, '數B': 9, '英': 9}",資訊,"{'國': 12.0, '數B': 6.0, '英數B': 17.569518858955533}"
輔仁大學 醫學系,"['英社', '數A自']","{'英': 14, '社': 14, '數A': 14, '自': 14}",醫藥衛生,"{'英社': 29.0, '數A自': 27.0}"
輔仁大學 醫學系(公費生),"['英社', '數A自']","{'英': 14, '社': 14, '數A': 12, '自': 12}",醫藥衛生,"{'英社': 28.0, '數A自': 25.0}"
輔仁大學 醫學資訊與創新應用學士學位學程,['英數A'],"{'英': 9, '數A': 9}",醫藥衛生,{'英數A': 18.11111111111111}
輔仁大學 醫學資訊與創新應用學士學位學程(資安組),['英數A'],"{'英': 4, '數A': 4}",醫藥衛生,{'英數A': 9.0}
輔仁大學 金融與國際企業學系,"['國', '英數B']","{'國': 9, '英': 9, '數B': 9}",管理,"{'國': 8.88888888888889, '英數B': 17.77777777777778}"
輔仁大學 電機工程學系,['英數A自'],"{'英': 10, '數A': 10, '自': 10}",工程,{'英數A自': 30.66439059370312}
輔仁大學 食品科學系,['自'],{'自': 11},生物資源,{'自': 11.275145277925477}
輔仁大學 餐旅管理學系,['英'],{'英': 6},管理,{'英': 6.0}
逢甲大學 中國文學系,"['國', '社']","{'國': 12, '社': 9}",文史哲,"{'國': 12.13354131860768, '社': 9.25}"
逢甲大學 人工智慧技術與應用學士學位學程,"['數A', '國英數A']","{'數A': 7, '國': 7, '英': 7}",資訊,"{'數A': 9.036933622127703, '國英數A': 22.19585220444352}"
逢甲大學 企業管理學系,"['國英', '國英社']","{'國': 9, '英': 9, '社': 9}",管理,"{'國英': 19.0, '國英社': 28.285714285714285}"
逢甲大學 光電科學與工程學系,['國英數A自'],"{'國': 9, '英': 9, '數A': 9, '自': 9}",工程,{'國英數A自': 35.413174481611314}
逢甲大學 化學工程學系,['國英數A自'],"{'國': 10, '英': 10, '數A': 10, '自': 10}",工程,{'國英數A自': 39.292740254220845}
逢甲大學 合作經濟暨社會事業經營學系,"['英', '國英數B社']","{'英': 8, '國': 8, '數B': 8, '社': 8}",社會心理,"{'英': 7.324347458623345, '國英數B社': 30.392543600749743}"
逢甲大學 國際企業管理全英語學士學位學程,"['英', '國英數B']","{'英': 6, '國': 6, '數B': 6}",管理,"{'英': 9.85890768744289, '國英數B': 19.200000000000003}"
逢甲大學 國際經營與貿易學系,['國英數B社'],"{'國': 9, '英': 9, '數B': 9, '社': 9}",管理,{'國英數B社': 37.20467115956228}
逢甲大學 土地管理學系,['國英社'],"{'國': 9, '英': 9, '社': 9}",管理,{'國英社': 28.227164506156825}
逢甲大學 土木工程學系,['國英數A自'],"{'國': 8, '英': 8, '數A': 8, '自': 8}",工程,{'國英數A自': 33.11162389480507}
逢甲大學 外國語文學系,"['英', '國社']","{'英': 10, '國': 8, '社': 8}",文史哲,"{'英': 9.967578626098478, '國社': 15.166666666666666}"
逢甲大學 室內設計學士學位學程,"['國', '英社']","{'國': 9, '英': 9, '社': 9}",建築設計,"{'國': 9.0, '英社': 18.0}"
逢甲大學 工業工程與系統管理學系A組,['國英數A'],"{'國': 9, '英': 9, '數A': 9}",工程,{'國英數A': 26.0}
逢甲大學 工業工程與系統管理學系B組,['國英數B'],"{'國': 10, '英': 10, '數B': 10}",工程,{'國英數B': 30.0}
逢甲大學 建築專業學院學士班,['國英數A'],"{'國': 10, '英': 10, '數A': 10}",建築設計,{'國英數A': 29.0}
逢甲大學 應用數學系A組,['國英數A'],"{'國': 6, '英': 6, '數A': 6}",數理化,{'國英數A': 19.0}
逢甲大學 應用數學系B組,['國英數B'],"{'國': 10, '英': 10, '數B': 10}",數理化,{'國英數B': 29.0}
逢甲大學 會計學系,"['英', '社']","{'英': 7, '社': 11}",管理,"{'英': 6.91885028894472, '社': 10.74733891641099}"
逢甲大學 材料科學與工程學系,"['自', '國英數A自']","{'自': 10, '國': 10, '英': 10, '數A': 10}",工程,"{'自': 8.527815860919954, '國英數A自': 38.07100896098581}"
逢甲大學 機械與電腦輔助工程學系,['國數A自'],"{'國': 10, '數A': 10, '自': 10}",工程,{'國數A自': 29.45518597977252}
逢甲大學 水利工程與資源保育學系,['國數A'],"{'國': 7, '數A': 7}",工程,{'國數A': 14.22222222222222}
